date,weightclass,fighter,rank
3/22/17,Pound-for-Pound,Dominick Cruz,9
3/22/17,Pound-for-Pound,Michael Bisping,10
3/22/17,Pound-for-Pound,Amanda Nunes,11
3/22/17,Pound-for-Pound,Max Holloway,12
3/22/17,Pound-for-Pound,TJ Dillashaw,13
3/22/17,Pound-for-Pound,Khabib Nurmagomedov,14
3/22/17,Pound-for-Pound,Yoel Romero,15
3/22/17,Flyweight,Demetrious Johnson,0
3/22/17,Flyweight,Joseph Benavidez,1
3/22/17,Flyweight,Henry Cejudo,2
3/22/17,Flyweight,Wilson Reis,3
3/22/17,Flyweight,Ray Borg,4
3/22/17,Flyweight,Jussier Formiga,5
3/22/17,Flyweight,Sergio Pettis,6
3/22/17,Flyweight,Ian McCall,7
3/22/17,Flyweight,Dustin Ortiz,8
3/22/17,Flyweight,Tim Elliott,9
3/22/17,Flyweight,Brandon Moreno,10
3/22/17,Flyweight,John Moraga,11
3/22/17,Flyweight,Louis Smolka,12
3/22/17,Flyweight,Ben Nguyen,13
3/22/17,Flyweight,Alexandre Pantoja,14
3/22/17,Flyweight,Ryan Benoit,15
3/22/17,Bantamweight,Cody Garbrandt,0
3/22/17,Bantamweight,Dominick Cruz,1
3/22/17,Bantamweight,TJ Dillashaw,2
3/22/17,Bantamweight,Raphael Assuncao,3
3/22/17,Bantamweight,John Lineker,4
3/22/17,Bantamweight,Jimmie Rivera,5
3/22/17,Bantamweight,Bryan Caraway,6
3/22/17,Bantamweight,John Dodson,7
3/22/17,Bantamweight,Aljamain Sterling,8
3/22/17,Bantamweight,Thomas Almeida,9
3/22/17,Bantamweight,Eddie Wineland,10
3/22/17,Bantamweight,Johnny Eduardo,11
3/22/17,Bantamweight,Iuri Alcantara,12
3/22/17,Bantamweight,Pedro Munhoz,13
3/22/17,Bantamweight,Joe Soto,14
3/22/17,Bantamweight,Rob Font,15
3/22/17,Featherweight,Jose Aldo,0
3/22/17,Featherweight,Max Holloway,1
3/22/17,Featherweight,Frankie Edgar,2
3/22/17,Featherweight,Ricardo Lamas,3
3/22/17,Featherweight,Cub Swanson,4
3/22/17,Featherweight,Jeremy Stephens,5
3/22/17,Featherweight,Chan Sung Jung,6
3/22/17,Featherweight,Anthony Pettis,7
3/22/17,Featherweight,Yair Rodriguez,8
3/22/17,Featherweight,Charles Oliveira,9
3/22/17,Featherweight,Brian Ortega,10
3/22/17,Featherweight,Dennis Bermudez,11
3/22/17,Featherweight,Darren Elkins,12
3/22/17,Featherweight,Dooho Choi,13
3/22/17,Featherweight,Renan Barao,14
3/22/17,Featherweight,Mirsad Bektic,15
3/22/17,Lightweight,Conor McGregor,0
3/22/17,Lightweight,Khabib Nurmagomedov,1
3/22/17,Lightweight,Tony Ferguson,2
3/22/17,Lightweight,Eddie Alvarez,3
3/22/17,Lightweight,Rafael Dos Anjos,4
3/22/17,Lightweight,Edson Barboza,5
3/22/17,Lightweight,Michael Johnson,6
3/22/17,Lightweight,Michael Chiesa,7
3/22/17,Lightweight,Nate Diaz,8
3/22/17,Lightweight,Dustin Poirier,9
3/22/17,Lightweight,Beneil Dariush,10
3/22/17,Lightweight,Kevin Lee,11
3/22/17,Lightweight,Evan Dunham,12
3/22/17,Lightweight,Gilbert Melendez,13
3/22/17,Lightweight,Al Iaquinta,14
3/22/17,Lightweight,Francisco Trinaldo,15
3/22/17,Welterweight,Tyron Woodley,0
3/22/17,Welterweight,Stephen Thompson,1
3/22/17,Welterweight,Robbie Lawler,2
3/22/17,Welterweight,Demian Maia,3
3/22/17,Welterweight,Carlos Condit,4
3/22/17,Welterweight,Jorge Masvidal,5
3/22/17,Welterweight,Neil Magny,6
3/22/17,Welterweight,Dong Hyun Kim,7
3/22/17,Welterweight,Donald Cerrone,8
3/22/17,Welterweight,Gunnar Nelson,9
3/22/17,Welterweight,Tarec Saffiedine,10
3/22/17,Welterweight,Kamaru Usman,11
3/22/17,Welterweight,Ryan LaFlare,12
3/22/17,Welterweight,Jake Ellenberger,13
3/22/17,Welterweight,Santiago Ponzinibbio,14
3/22/17,Welterweight,Matt Brown,15
3/22/17,Middleweight,Michael Bisping,0
3/22/17,Middleweight,Yoel Romero,1
3/22/17,Middleweight,Luke Rockhold,2
3/22/17,Middleweight,Jacare Souza,3
3/22/17,Middleweight,Chris Weidman,4
3/22/17,Middleweight,Gegard Mousasi,5
3/22/17,Middleweight,Robert Whittaker,6
3/22/17,Middleweight,Anderson Silva,7
3/22/17,Middleweight,Kelvin Gastelum,8
3/22/17,Middleweight,Derek Brunson,9
3/22/17,Middleweight,Krzysztof Jotko,10
3/22/17,Middleweight,Vitor Belfort,11
3/22/17,Middleweight,Thales Leites,12
3/22/17,Middleweight,Uriah Hall,13
3/22/17,Middleweight,Sam Alvey,14
3/22/17,Middleweight,Daniel Kelly,15
3/22/17,Middleweight,Tim Boetsch,15
3/22/17,Light Heavyweight,Daniel Cormier,0
3/22/17,Light Heavyweight,Anthony Johnson,1
3/22/17,Light Heavyweight,Alexander Gustafsson,2
3/22/17,Light Heavyweight,Glover Teixeira,3
3/22/17,Light Heavyweight,Jimi Manuwa,4
3/22/17,Light Heavyweight,Mauricio Rua,5
3/22/17,Light Heavyweight,Volkan Oezdemir,6
3/22/17,Light Heavyweight,Corey Anderson,7
3/22/17,Light Heavyweight,Ovince Saint Preux,8
3/22/17,Light Heavyweight,Misha Cirkunov,9
3/22/17,Light Heavyweight,Ilir Latifi,10
3/22/17,Light Heavyweight,Rogerio Nogueira,11
3/22/17,Light Heavyweight,Jan Blachowicz,12
3/22/17,Light Heavyweight,Patrick Cummins,12
3/22/17,Light Heavyweight,Gian Villante,14
3/22/17,Light Heavyweight,Tyson Pedro,15
3/22/17,Heavyweight,Stipe Miocic,0
3/22/17,Heavyweight,Fabricio Werdum,1
3/22/17,Heavyweight,Cain Velasquez,2
3/22/17,Heavyweight,Alistair Overeem,3
3/22/17,Heavyweight,Junior Dos Santos,4
3/22/17,Heavyweight,Francis Ngannou,5
3/22/17,Heavyweight,Derrick Lewis,6
3/22/17,Heavyweight,Mark Hunt,7
3/22/17,Heavyweight,Andrei Arlovski,8
3/22/17,Heavyweight,Travis Browne,9
3/22/17,Heavyweight,Stefan Struve,10
3/22/17,Heavyweight,Alexander Volkov,11
3/22/17,Heavyweight,Tim Johnson,12
3/22/17,Heavyweight,Marcin Tybura,13
3/22/17,Heavyweight,Aleksei Oleinik,14
3/22/17,Heavyweight,Daniel Omielanczuk,15
3/22/17,Women's Strawweight,Joanna Jedrzejczyk,0
3/22/17,Women's Strawweight,Claudia Gadelha,1
3/22/17,Women's Strawweight,Karolina Kowalkiewicz,2
3/22/17,Women's Strawweight,Jessica Andrade,3
3/22/17,Women's Strawweight,Rose Namajunas,4
3/22/17,Women's Strawweight,Tecia Torres,5
3/22/17,Women's Strawweight,Michelle Waterson,6
3/22/17,Women's Strawweight,Joanne Calderwood,7
3/22/17,Women's Strawweight,Randa Markos,8
3/22/17,Women's Strawweight,Carla Esparza,9
3/22/17,Women's Strawweight,Maryna Moroz,10
3/22/17,Women's Strawweight,Paige VanZant,11
3/22/17,Women's Strawweight,Felice Herrig,12
3/22/17,Women's Strawweight,Jessica Aguilar,13
3/22/17,Women's Strawweight,Jessica Penne,14
3/22/17,Women's Strawweight,Justine Kish,15
3/22/17,Women's Bantamweight,Amanda Nunes,0
3/22/17,Women's Bantamweight,Valentina Shevchenko,1
3/22/17,Women's Bantamweight,Julianna Pena,2
3/22/17,Women's Bantamweight,Ronda Rousey,3
3/22/17,Women's Bantamweight,Raquel Pennington,4
3/22/17,Women's Bantamweight,Holly Holm,5
3/22/17,Women's Bantamweight,Sara McMann,6
3/22/17,Women's Bantamweight,Cat Zingano,7
3/22/17,Women's Bantamweight,Liz Carmouche,8
3/22/17,Women's Bantamweight,Germaine de Randamie,9
3/22/17,Women's Bantamweight,Bethe Correia,10
3/22/17,Women's Bantamweight,Alexis Davis,11
3/22/17,Women's Bantamweight,Marion Reneau,12
3/22/17,Women's Bantamweight,Ashlee Evans-Smith,13
3/22/17,Women's Bantamweight,Jessica Eye,14
3/22/17,Women's Bantamweight,Leslie Smith,15
4/12/17,Pound-for-Pound,Demetrious Johnson,1
4/12/17,Pound-for-Pound,Conor McGregor,2
4/12/17,Pound-for-Pound,Daniel Cormier,3
4/12/17,Pound-for-Pound,Jose Aldo,4
4/12/17,Pound-for-Pound,Cody Garbrandt,5
4/12/17,Pound-for-Pound,Stipe Miocic,6
4/12/17,Pound-for-Pound,Joanna Jedrzejczyk,7
4/12/17,Pound-for-Pound,Dominick Cruz,8
4/12/17,Pound-for-Pound,Tyron Woodley,9
4/12/17,Pound-for-Pound,Michael Bisping,10
4/12/17,Pound-for-Pound,Amanda Nunes,11
4/12/17,Pound-for-Pound,Max Holloway,12
4/12/17,Pound-for-Pound,TJ Dillashaw,13
4/12/17,Pound-for-Pound,Khabib Nurmagomedov,14
4/12/17,Pound-for-Pound,Yoel Romero,15
4/12/17,Flyweight,Demetrious Johnson,0
4/12/17,Flyweight,Joseph Benavidez,1
4/12/17,Flyweight,Henry Cejudo,2
4/12/17,Flyweight,Wilson Reis,3
4/12/17,Flyweight,Ray Borg,4
4/12/17,Flyweight,Jussier Formiga,5
4/12/17,Flyweight,Sergio Pettis,6
4/12/17,Flyweight,Ian McCall,7
4/12/17,Flyweight,Dustin Ortiz,8
4/12/17,Flyweight,Tim Elliott,9
4/12/17,Flyweight,Brandon Moreno,10
4/12/17,Flyweight,John Moraga,11
4/12/17,Flyweight,Louis Smolka,12
4/12/17,Flyweight,Ben Nguyen,13
4/12/17,Flyweight,Alexandre Pantoja,14
4/12/17,Flyweight,Ryan Benoit,15
4/12/17,Bantamweight,Cody Garbrandt,0
4/12/17,Bantamweight,Dominick Cruz,1
4/12/17,Bantamweight,TJ Dillashaw,2
4/12/17,Bantamweight,Raphael Assuncao,3
4/12/17,Bantamweight,John Lineker,4
4/12/17,Bantamweight,Jimmie Rivera,5
4/12/17,Bantamweight,Bryan Caraway,6
4/12/17,Bantamweight,John Dodson,7
4/12/17,Bantamweight,Aljamain Sterling,8
4/12/17,Bantamweight,Thomas Almeida,9
4/12/17,Bantamweight,Eddie Wineland,10
4/12/17,Bantamweight,Johnny Eduardo,11
4/12/17,Bantamweight,Iuri Alcantara,12
4/12/17,Bantamweight,Pedro Munhoz,13
4/12/17,Bantamweight,Joe Soto,14
4/12/17,Bantamweight,Rob Font,15
4/12/17,Featherweight,Jose Aldo,0
4/12/17,Featherweight,Max Holloway,1
4/12/17,Featherweight,Frankie Edgar,2
4/12/17,Featherweight,Ricardo Lamas,3
4/12/17,Featherweight,Cub Swanson,4
4/12/17,Featherweight,Jeremy Stephens,5
4/12/17,Featherweight,Chan Sung Jung,6
4/12/17,Featherweight,Anthony Pettis,7
4/12/17,Featherweight,Yair Rodriguez,8
4/12/17,Featherweight,Brian Ortega,9
4/12/17,Featherweight,Dennis Bermudez,10
4/12/17,Featherweight,Darren Elkins,11
4/12/17,Featherweight,Dooho Choi,12
4/12/17,Featherweight,Renan Barao,13
4/12/17,Featherweight,Mirsad Bektic,14
4/12/17,Featherweight,Myles Jury,15
4/12/17,Lightweight,Conor McGregor,0
4/12/17,Lightweight,Khabib Nurmagomedov,1
4/12/17,Lightweight,Tony Ferguson,2
4/12/17,Lightweight,Eddie Alvarez,3
4/12/17,Lightweight,Rafael Dos Anjos,4
4/12/17,Lightweight,Edson Barboza,5
4/12/17,Lightweight,Michael Johnson,6
4/12/17,Lightweight,Michael Chiesa,7
4/12/17,Lightweight,Nate Diaz,8
4/12/17,Lightweight,Dustin Poirier,9
4/12/17,Lightweight,Beneil Dariush,10
4/12/17,Lightweight,Kevin Lee,11
4/12/17,Lightweight,Evan Dunham,12
4/12/17,Lightweight,Gilbert Melendez,13
4/12/17,Lightweight,Al Iaquinta,14
4/12/17,Lightweight,Francisco Trinaldo,15
4/12/17,Welterweight,Tyron Woodley,0
4/12/17,Welterweight,Stephen Thompson,1
4/12/17,Welterweight,Robbie Lawler,2
4/12/17,Welterweight,Demian Maia,3
4/12/17,Welterweight,Carlos Condit,4
4/12/17,Welterweight,Jorge Masvidal,5
4/12/17,Welterweight,Neil Magny,6
4/12/17,Welterweight,Dong Hyun Kim,7
4/12/17,Welterweight,Donald Cerrone,8
4/12/17,Welterweight,Gunnar Nelson,9
4/12/17,Welterweight,Kamaru Usman,10
4/12/17,Welterweight,Tarec Saffiedine,11
4/12/17,Welterweight,Ryan LaFlare,12
4/12/17,Welterweight,Jake Ellenberger,13
4/12/17,Welterweight,Santiago Ponzinibbio,14
4/12/17,Welterweight,Matt Brown,15
4/12/17,Middleweight,Michael Bisping,0
4/12/17,Middleweight,Yoel Romero,1
4/12/17,Middleweight,Luke Rockhold,2
4/12/17,Middleweight,Jacare Souza,3
4/12/17,Middleweight,Gegard Mousasi,4
4/12/17,Middleweight,Chris Weidman,5
4/12/17,Middleweight,Robert Whittaker,6
4/12/17,Middleweight,Anderson Silva,7
4/12/17,Middleweight,Derek Brunson,8
4/12/17,Middleweight,Krzysztof Jotko,9
4/12/17,Middleweight,Vitor Belfort,10
4/12/17,Middleweight,Thales Leites,11
4/12/17,Middleweight,Uriah Hall,12
4/12/17,Middleweight,Sam Alvey,13
4/12/17,Middleweight,Tim Boetsch,14
4/12/17,Middleweight,Daniel Kelly,15
4/12/17,Light Heavyweight,Daniel Cormier,0
4/12/17,Light Heavyweight,Alexander Gustafsson,1
4/12/17,Light Heavyweight,Glover Teixeira,2
4/12/17,Light Heavyweight,Jimi Manuwa,3
4/12/17,Light Heavyweight,Mauricio Rua,4
4/12/17,Light Heavyweight,Volkan Oezdemir,5
4/12/17,Light Heavyweight,Corey Anderson,6
4/12/17,Light Heavyweight,Misha Cirkunov,7
4/12/17,Light Heavyweight,Ovince Saint Preux,8
4/12/17,Light Heavyweight,Ilir Latifi,9
4/12/17,Light Heavyweight,Rogerio Nogueira,10
4/12/17,Light Heavyweight,Patrick Cummins,11
4/12/17,Light Heavyweight,Gian Villante,12
4/12/17,Light Heavyweight,Tyson Pedro,13
4/12/17,Light Heavyweight,Jan Blachowicz,14
4/12/17,Light Heavyweight,Jared Cannonier,15
4/12/17,Heavyweight,Stipe Miocic,0
4/12/17,Heavyweight,Fabricio Werdum,1
4/12/17,Heavyweight,Cain Velasquez,2
4/12/17,Heavyweight,Alistair Overeem,3
4/12/17,Heavyweight,Junior Dos Santos,4
4/12/17,Heavyweight,Francis Ngannou,5
4/12/17,Heavyweight,Derrick Lewis,6
4/12/17,Heavyweight,Mark Hunt,7
4/12/17,Heavyweight,Andrei Arlovski,8
4/12/17,Heavyweight,Travis Browne,9
4/12/17,Heavyweight,Stefan Struve,10
4/12/17,Heavyweight,Alexander Volkov,11
4/12/17,Heavyweight,Tim Johnson,12
4/12/17,Heavyweight,Marcin Tybura,13
4/12/17,Heavyweight,Aleksei Oleinik,14
4/12/17,Heavyweight,Daniel Omielanczuk,15
4/12/17,Women's Strawweight,Joanna Jedrzejczyk,0
4/12/17,Women's Strawweight,Claudia Gadelha,1
4/12/17,Women's Strawweight,Karolina Kowalkiewicz,2
4/12/17,Women's Strawweight,Jessica Andrade,3
4/12/17,Women's Strawweight,Rose Namajunas,4
4/12/17,Women's Strawweight,Tecia Torres,5
4/12/17,Women's Strawweight,Michelle Waterson,6
4/12/17,Women's Strawweight,Joanne Calderwood,7
4/12/17,Women's Strawweight,Randa Markos,8
4/12/17,Women's Strawweight,Carla Esparza,9
4/12/17,Women's Strawweight,Maryna Moroz,10
4/12/17,Women's Strawweight,Paige VanZant,11
4/12/17,Women's Strawweight,Jessica Aguilar,12
4/12/17,Women's Strawweight,Felice Herrig,13
4/12/17,Women's Strawweight,Jessica Penne,14
4/12/17,Women's Strawweight,Justine Kish,15
4/12/17,Women's Bantamweight,Amanda Nunes,0
4/12/17,Women's Bantamweight,Valentina Shevchenko,1
4/12/17,Women's Bantamweight,Julianna Pena,2
4/12/17,Women's Bantamweight,Ronda Rousey,3
4/12/17,Women's Bantamweight,Raquel Pennington,4
4/12/17,Women's Bantamweight,Holly Holm,5
4/12/17,Women's Bantamweight,Sara McMann,6
4/12/17,Women's Bantamweight,Cat Zingano,7
4/12/17,Women's Bantamweight,Liz Carmouche,8
4/12/17,Women's Bantamweight,Germaine de Randamie,9
4/12/17,Women's Bantamweight,Bethe Correia,10
4/12/17,Women's Bantamweight,Alexis Davis,11
4/12/17,Women's Bantamweight,Marion Reneau,12
4/12/17,Women's Bantamweight,Ashlee Evans-Smith,13
4/12/17,Women's Bantamweight,Katlyn Chookagian,14
4/12/17,Women's Bantamweight,Jessica Eye,15
4/19/17,Pound-for-Pound,Demetrious Johnson,1
4/19/17,Pound-for-Pound,Conor McGregor,2
4/19/17,Pound-for-Pound,Daniel Cormier,3
4/19/17,Pound-for-Pound,Jose Aldo,4
4/19/17,Pound-for-Pound,Cody Garbrandt,5
4/19/17,Pound-for-Pound,Stipe Miocic,6
4/19/17,Pound-for-Pound,Joanna Jedrzejczyk,7
4/19/17,Pound-for-Pound,Dominick Cruz,8
4/19/17,Pound-for-Pound,Tyron Woodley,9
4/19/17,Pound-for-Pound,Michael Bisping,10
4/19/17,Pound-for-Pound,Amanda Nunes,11
4/19/17,Pound-for-Pound,Max Holloway,12
4/19/17,Pound-for-Pound,TJ Dillashaw,13
4/19/17,Pound-for-Pound,Khabib Nurmagomedov,14
4/19/17,Pound-for-Pound,Yoel Romero,15
4/19/17,Flyweight,Demetrious Johnson,0
4/19/17,Flyweight,Joseph Benavidez,1
4/19/17,Flyweight,Henry Cejudo,2
4/19/17,Flyweight,Ray Borg,3
4/19/17,Flyweight,Wilson Reis,4
4/19/17,Flyweight,Jussier Formiga,5
4/19/17,Flyweight,Sergio Pettis,6
4/19/17,Flyweight,Tim Elliott,7
4/19/17,Flyweight,Ian McCall,8
4/19/17,Flyweight,Dustin Ortiz,9
4/19/17,Flyweight,Brandon Moreno,10
4/19/17,Flyweight,John Moraga,11
4/19/17,Flyweight,Louis Smolka,12
4/19/17,Flyweight,Ben Nguyen,13
4/19/17,Flyweight,Alexandre Pantoja,14
4/19/17,Flyweight,Ryan Benoit,15
4/19/17,Bantamweight,Cody Garbrandt,0
4/19/17,Bantamweight,Dominick Cruz,1
4/19/17,Bantamweight,TJ Dillashaw,2
4/19/17,Bantamweight,Raphael Assuncao,3
4/19/17,Bantamweight,John Lineker,4
4/19/17,Bantamweight,Jimmie Rivera,5
4/19/17,Bantamweight,Bryan Caraway,6
4/19/17,Bantamweight,John Dodson,7
4/19/17,Bantamweight,Aljamain Sterling,8
4/19/17,Bantamweight,Thomas Almeida,9
4/19/17,Bantamweight,Eddie Wineland,10
4/19/17,Bantamweight,Johnny Eduardo,11
4/19/17,Bantamweight,Iuri Alcantara,12
4/19/17,Bantamweight,Pedro Munhoz,13
4/19/17,Bantamweight,Joe Soto,14
4/19/17,Bantamweight,Rob Font,15
4/19/17,Featherweight,Jose Aldo,0
4/19/17,Featherweight,Max Holloway,1
4/19/17,Featherweight,Frankie Edgar,2
4/19/17,Featherweight,Ricardo Lamas,3
4/19/17,Featherweight,Cub Swanson,4
4/19/17,Featherweight,Chan Sung Jung,5
4/19/17,Featherweight,Anthony Pettis,6
4/19/17,Featherweight,Yair Rodriguez,7
4/19/17,Featherweight,Jeremy Stephens,8
4/19/17,Featherweight,Brian Ortega,9
4/19/17,Featherweight,Dennis Bermudez,10
4/19/17,Featherweight,Renato Moicano,11
4/19/17,Featherweight,Darren Elkins,12
4/19/17,Featherweight,Dooho Choi,13
4/19/17,Featherweight,Mirsad Bektic,14
4/19/17,Featherweight,Renan Barao,15
4/19/17,Lightweight,Conor McGregor,0
4/19/17,Lightweight,Khabib Nurmagomedov,1
4/19/17,Lightweight,Tony Ferguson,2
4/19/17,Lightweight,Eddie Alvarez,3
4/19/17,Lightweight,Rafael Dos Anjos,4
4/19/17,Lightweight,Edson Barboza,5
4/19/17,Lightweight,Michael Johnson,6
4/19/17,Lightweight,Michael Chiesa,7
4/19/17,Lightweight,Nate Diaz,8
4/19/17,Lightweight,Dustin Poirier,9
4/19/17,Lightweight,Beneil Dariush,10
4/19/17,Lightweight,Kevin Lee,11
4/19/17,Lightweight,Evan Dunham,12
4/19/17,Lightweight,Gilbert Melendez,13
4/19/17,Lightweight,Al Iaquinta,14
4/19/17,Lightweight,Rashid Magomedov,15
4/19/17,Welterweight,Tyron Woodley,0
4/19/17,Welterweight,Stephen Thompson,1
4/19/17,Welterweight,Robbie Lawler,2
4/19/17,Welterweight,Demian Maia,3
4/19/17,Welterweight,Carlos Condit,4
4/19/17,Welterweight,Jorge Masvidal,5
4/19/17,Welterweight,Neil Magny,6
4/19/17,Welterweight,Dong Hyun Kim,7
4/19/17,Welterweight,Donald Cerrone,8
4/19/17,Welterweight,Gunnar Nelson,9
4/19/17,Welterweight,Kamaru Usman,10
4/19/17,Welterweight,Tarec Saffiedine,11
4/19/17,Welterweight,Ryan LaFlare,12
4/19/17,Welterweight,Jake Ellenberger,13
4/19/17,Welterweight,Santiago Ponzinibbio,13
4/19/17,Welterweight,Matt Brown,15
4/19/17,Middleweight,Michael Bisping,0
4/19/17,Middleweight,Yoel Romero,1
4/19/17,Middleweight,Luke Rockhold,2
4/19/17,Middleweight,Robert Whittaker,3
4/19/17,Middleweight,Gegard Mousasi,4
4/19/17,Middleweight,Jacare Souza,5
4/19/17,Middleweight,Chris Weidman,6
4/19/17,Middleweight,Anderson Silva,7
4/19/17,Middleweight,Derek Brunson,8
4/19/17,Middleweight,Krzysztof Jotko,9
4/19/17,Middleweight,Vitor Belfort,10
4/19/17,Middleweight,Thales Leites,11
4/19/17,Middleweight,Uriah Hall,12
4/19/17,Middleweight,Sam Alvey,13
4/19/17,Middleweight,Daniel Kelly,14
4/19/17,Middleweight,Tim Boetsch,15
4/19/17,Light Heavyweight,Daniel Cormier,0
4/19/17,Light Heavyweight,Alexander Gustafsson,1
4/19/17,Light Heavyweight,Glover Teixeira,2
4/19/17,Light Heavyweight,Jimi Manuwa,3
4/19/17,Light Heavyweight,Mauricio Rua,4
4/19/17,Light Heavyweight,Volkan Oezdemir,5
4/19/17,Light Heavyweight,Corey Anderson,6
4/19/17,Light Heavyweight,Misha Cirkunov,7
4/19/17,Light Heavyweight,Ovince Saint Preux,8
4/19/17,Light Heavyweight,Ilir Latifi,9
4/19/17,Light Heavyweight,Rogerio Nogueira,10
4/19/17,Light Heavyweight,Patrick Cummins,11
4/19/17,Light Heavyweight,Tyson Pedro,12
4/19/17,Light Heavyweight,Jan Blachowicz,13
4/19/17,Light Heavyweight,Gian Villante,14
4/19/17,Light Heavyweight,Jared Cannonier,15
4/19/17,Heavyweight,Stipe Miocic,0
4/19/17,Heavyweight,Fabricio Werdum,1
4/19/17,Heavyweight,Cain Velasquez,2
4/19/17,Heavyweight,Alistair Overeem,3
4/19/17,Heavyweight,Junior Dos Santos,4
4/19/17,Heavyweight,Francis Ngannou,5
4/19/17,Heavyweight,Derrick Lewis,6
4/19/17,Heavyweight,Mark Hunt,7
4/19/17,Heavyweight,Andrei Arlovski,8
4/19/17,Heavyweight,Travis Browne,9
4/19/17,Heavyweight,Alexander Volkov,10
4/19/17,Heavyweight,Stefan Struve,11
4/19/17,Heavyweight,Tim Johnson,12
4/19/17,Heavyweight,Marcin Tybura,13
4/19/17,Heavyweight,Aleksei Oleinik,14
4/19/17,Heavyweight,Daniel Omielanczuk,15
4/19/17,Women's Strawweight,Joanna Jedrzejczyk,0
4/19/17,Women's Strawweight,Claudia Gadelha,1
4/19/17,Women's Strawweight,Karolina Kowalkiewicz,2
4/19/17,Women's Strawweight,Jessica Andrade,3
4/19/17,Women's Strawweight,Rose Namajunas,4
4/19/17,Women's Strawweight,Tecia Torres,5
4/19/17,Women's Strawweight,Michelle Waterson,6
4/19/17,Women's Strawweight,Joanne Calderwood,7
4/19/17,Women's Strawweight,Randa Markos,8
4/19/17,Women's Strawweight,Carla Esparza,9
4/19/17,Women's Strawweight,Maryna Moroz,10
4/19/17,Women's Strawweight,Paige VanZant,11
4/19/17,Women's Strawweight,Jessica Aguilar,12
4/19/17,Women's Strawweight,Felice Herrig,13
4/19/17,Women's Strawweight,Jessica Penne,14
4/19/17,Women's Strawweight,Justine Kish,15
4/19/17,Women's Bantamweight,Amanda Nunes,0
4/19/17,Women's Bantamweight,Valentina Shevchenko,1
4/19/17,Women's Bantamweight,Julianna Pena,2
4/19/17,Women's Bantamweight,Ronda Rousey,3
4/19/17,Women's Bantamweight,Raquel Pennington,4
4/19/17,Women's Bantamweight,Holly Holm,5
4/19/17,Women's Bantamweight,Sara McMann,6
4/19/17,Women's Bantamweight,Cat Zingano,7
4/19/17,Women's Bantamweight,Liz Carmouche,8
4/19/17,Women's Bantamweight,Germaine de Randamie,9
4/19/17,Women's Bantamweight,Alexis Davis,10
4/19/17,Women's Bantamweight,Bethe Correia,11
4/19/17,Women's Bantamweight,Marion Reneau,12
4/19/17,Women's Bantamweight,Katlyn Chookagian,13
4/19/17,Women's Bantamweight,Ketlen Vieira,14
4/19/17,Women's Bantamweight,Ashlee Evans-Smith,15
4/26/17,Pound-for-Pound,Demetrious Johnson,1
4/26/17,Pound-for-Pound,Conor McGregor,2
4/26/17,Pound-for-Pound,Daniel Cormier,3
4/26/17,Pound-for-Pound,Jose Aldo,4
4/26/17,Pound-for-Pound,Cody Garbrandt,5
4/26/17,Pound-for-Pound,Stipe Miocic,6
4/26/17,Pound-for-Pound,Joanna Jedrzejczyk,7
4/26/17,Pound-for-Pound,Dominick Cruz,8
4/26/17,Pound-for-Pound,Tyron Woodley,9
4/26/17,Pound-for-Pound,Michael Bisping,10
4/26/17,Pound-for-Pound,Amanda Nunes,11
4/26/17,Pound-for-Pound,Max Holloway,12
4/26/17,Pound-for-Pound,TJ Dillashaw,13
4/26/17,Pound-for-Pound,Khabib Nurmagomedov,14
4/26/17,Pound-for-Pound,Yoel Romero,15
4/26/17,Flyweight,Demetrious Johnson,0
4/26/17,Flyweight,Joseph Benavidez,1
4/26/17,Flyweight,Henry Cejudo,2
4/26/17,Flyweight,Ray Borg,3
4/26/17,Flyweight,Wilson Reis,4
4/26/17,Flyweight,Jussier Formiga,5
4/26/17,Flyweight,Sergio Pettis,6
4/26/17,Flyweight,Brandon Moreno,7
4/26/17,Flyweight,Tim Elliott,8
4/26/17,Flyweight,Ian McCall,9
4/26/17,Flyweight,Dustin Ortiz,10
4/26/17,Flyweight,John Moraga,11
4/26/17,Flyweight,Ben Nguyen,12
4/26/17,Flyweight,Louis Smolka,13
4/26/17,Flyweight,Alexandre Pantoja,14
4/26/17,Flyweight,Ryan Benoit,15
4/26/17,Bantamweight,Cody Garbrandt,0
4/26/17,Bantamweight,Dominick Cruz,1
4/26/17,Bantamweight,TJ Dillashaw,2
4/26/17,Bantamweight,Raphael Assuncao,3
4/26/17,Bantamweight,John Lineker,4
4/26/17,Bantamweight,Jimmie Rivera,5
4/26/17,Bantamweight,Bryan Caraway,6
4/26/17,Bantamweight,John Dodson,7
4/26/17,Bantamweight,Aljamain Sterling,8
4/26/17,Bantamweight,Thomas Almeida,9
4/26/17,Bantamweight,Johnny Eduardo,10
4/26/17,Bantamweight,Eddie Wineland,11
4/26/17,Bantamweight,Pedro Munhoz,12
4/26/17,Bantamweight,Iuri Alcantara,13
4/26/17,Bantamweight,Joe Soto,14
4/26/17,Bantamweight,Rob Font,15
4/26/17,Featherweight,Jose Aldo,0
4/26/17,Featherweight,Max Holloway,1
4/26/17,Featherweight,Frankie Edgar,2
4/26/17,Featherweight,Ricardo Lamas,3
4/26/17,Featherweight,Cub Swanson,4
4/26/17,Featherweight,Chan Sung Jung,5
4/26/17,Featherweight,Anthony Pettis,6
